Rank,Similarity Score,Peterson URL Video 1,Wolfe URL Video 2
199,0.886182619519419,https://www.youtube.com/watch?v=mJI0hVV-5Vs,https://www.youtube.com/watch?v=3TnQSVytQ8A
200,0.8861003689813738,https://www.youtube.com/watch?v=bjnvtRgpg6g,https://www.youtube.com/watch?v=14UeTjQOx50
201,0.8860911159762006,https://www.youtube.com/watch?v=F7T5cg1a77A,https://www.youtube.com/watch?v=IIgJWYMX6LE
202,0.8860741173721267,https://www.youtube.com/watch?v=I8Xc2_FtpHI,https://www.youtube.com/watch?v=KUqGpkR21aM
203,0.88604462447584,https://www.youtube.com/watch?v=F7T5cg1a77A,https://www.youtube.com/watch?v=oM5OgMz4g_M
204,0.8859876482213239,https://www.youtube.com/watch?v=sJVtAIIHxu0,https://www.youtube.com/watch?v=Eki8KqKxGQg
205,0.8859407368998989,https://www.youtube.com/watch?v=ZHmklvx9oJ4,https://www.youtube.com/watch?v=YKajORo4Gk4
206,0.8858846460000255,https://www.youtube.com/watch?v=Us979jCjHu8,https://www.youtube.com/watch?v=-gFz4HL_uhA
207,0.8858307264406275,https://www.youtube.com/watch?v=Us979jCjHu8,https://www.youtube.com/watch?v=l6zkg3Ihg0g
208,0.8857327455383087,https://www.youtube.com/watch?v=DjYqkPrCvXQ,https://www.youtube.com/watch?v=14UeTjQOx50
209,0.8856811751528699,https://www.youtube.com/watch?v=T4fjSrVCDvA,https://www.youtube.com/watch?v=LzGIpm5UFCg
210,0.885643191323486,https://www.youtube.com/watch?v=mJI0hVV-5Vs,https://www.youtube.com/watch?v=LzGIpm5UFCg
211,0.8854124538621744,https://www.youtube.com/watch?v=RudKmwzDpNY,https://www.youtube.com/watch?v=3LXkRwfXIYA
212,0.8853110037136778,https://www.youtube.com/watch?v=cFS6fPLQ024,https://www.youtube.com/watch?v=-gFz4HL_uhA
213,0.8851804552695164,https://www.youtube.com/watch?v=T4fjSrVCDvA,https://www.youtube.com/watch?v=R6_jm8BOrjw
